type,value
variable 1,-1.77631469016691
variable 1,1.64657632287532
variable 1,0.488817419851397
variable 1,-0.124094377926691
variable 1,-0.0235808204897442
variable 1,0.0633392229143902
variable 1,-1.12003877806003
variable 1,-0.588100796118183
variable 1,-0.910824156455993
variable 1,0.962126919708827
variable 1,-1.01869346346051
variable 1,-1.35875640761682
variable 1,1.24427385193651
variable 1,0.239585475810887
variable 1,-0.568272231735263
variable 1,-0.0103423314045569
variable 1,0.953989539491403
variable 1,-1.60633418356557
variable 1,1.26566678276414
variable 1,-1.79205408275276
variable 1,0.718862570787166
variable 1,0.114161283633124
variable 1,0.766087332515152
variable 1,0.4779682399818
variable 1,-0.307722929823103
variable 1,-0.603045323791256
variable 1,-0.23486140968107
variable 1,1.02798996488556
variable 1,1.16253110266955
variable 1,0.232048323842101
variable 1,0.402099878205056
variable 1,-0.495800637547683
variable 1,-1.61692856709375
variable 1,-1.32167688498653
variable 1,0.30307812291066
variable 1,1.53544912637131
variable 1,-1.19321384485454
variable 1,-0.137873941879154
variable 1,-1.45163314995325
variable 1,-0.297258222827512
variable 1,0.105896280654485
variable 1,1.91694220476315
variable 1,-0.198328764516995
variable 1,1.67752491649217
variable 1,1.54854238966108
variable 1,-1.40403900215512
variable 1,-0.151513125904659
variable 1,1.91027696636761
variable 1,-0.365013103801853
variable 1,-0.435740938063273
variable 1,0.0987419517106402
variable 1,-0.580780307908968
variable 1,0.0114739302343987
variable 1,0.313340953566299
variable 1,0.174708917631921
variable 1,-0.50282017411911
variable 1,0.856420261719245
variable 1,-0.280404317366103
variable 1,1.31929387042381
variable 1,1.70363595692657
variable 1,-0.872771229948977
variable 1,-1.24901499857157
variable 1,-0.684326977089372
variable 1,-0.749948150599547
variable 1,0.505884184475694
variable 1,0.336252872196366
variable 1,-0.922477692878372
variable 1,0.100576235503017
variable 1,-0.164312401515456
variable 1,-0.371742589529233
variable 1,0.907189866738376
variable 1,0.609577357183098
variable 1,1.43903689428755
variable 1,-0.190630994635708
variable 1,0.30902348323525
variable 1,1.08184489758
variable 1,0.19862997251326
variable 1,-0.757620749950119
variable 1,-0.34069362108153
variable 1,0.0797417552381486
variable 1,1.78600647032595
variable 1,-0.498319614504085
variable 1,0.253613753271703
variable 1,0.396110674892336
variable 1,-0.430653519500597
variable 1,0.265039244117706
variable 1,0.260080320604823
variable 1,0.0652738691947021
variable 1,-0.590794772943826
variable 1,0.838461892153048
variable 1,1.43960617559651
variable 1,0.649836010851656
variable 1,0.298419095616351
variable 1,0.421420032274433
variable 1,0.227899355827048
variable 1,0.692937492673722
variable 1,0.800267557423017
variable 1,-1.37079182443376
variable 1,0.248399389701904
variable 1,1.07159155498822
variable 1,0.692292654749765
variable 1,0.0748613708954729
variable 1,-0.509022531531418
variable 1,0.688580368712123
variable 1,-1.14207961336888
variable 1,1.33522496362082
variable 1,0.646981157326786
variable 1,0.24145740820343
variable 1,1.112578066954
variable 1,1.84746350454289
variable 1,-0.51551960161722
variable 1,-0.834718975927522
variable 1,1.12780324488107
variable 1,-1.42818755068781
variable 1,0.502994274683518
variable 1,-0.408036709216105
variable 1,-0.916053528128831
variable 1,0.171935068523988
variable 1,0.0177353651858595
variable 1,-1.12699480905614
variable 1,0.515713800460095
variable 1,0.211497494681865
variable 1,-0.0703845474656272
variable 1,0.477555349388922
variable 1,1.1907504269784
variable 1,0.438662436279123
variable 1,1.09681416913652
variable 1,1.04642638367958
variable 1,-0.350340579926685
variable 1,-0.504287804342402
variable 1,-0.357033894494894
variable 1,-0.279120761608134
variable 1,-0.142910807253543
variable 1,-0.649613057205143
variable 1,-1.59551038454701
variable 1,0.350312636838644
variable 1,-0.748651208756859
variable 1,0.54912673347707
variable 1,0.563648804697956
variable 1,1.27863699859648
variable 1,-1.05020132574171
variable 1,0.349456142545891
variable 1,-0.85529139246364
variable 1,1.2173302185765
variable 1,-0.276582159953143
variable 1,0.31166706086929
variable 1,-0.426473665648378
variable 1,2.57436679725317
variable 1,-0.306402842977318
variable 1,0.920823434599499
variable 1,1.77928310419017
variable 1,0.532089059303082
variable 1,-0.633622557431526
variable 1,-0.635607414281638
variable 1,-0.1296257274616
variable 1,-0.0707379424381593
variable 1,0.840500220944046
variable 1,0.0842389370223095
variable 1,0.932604325419917
variable 1,-1.18941740821727
variable 1,-0.8955586794962
variable 1,0.736684114686044
variable 1,-1.34283704860041
variable 1,-0.685773911079547
variable 1,0.0139522732158818
variable 1,1.81591896124438
variable 1,1.03264757482343
variable 1,0.950339092976834
variable 1,0.038843225798471
variable 1,-1.34936449505282
variable 1,0.0908859444314637
variable 1,1.14060291801025
variable 1,1.68655614831337
variable 1,-0.25768628809786
variable 1,0.77961971895373
variable 1,0.116639770156707
variable 1,0.146771422317187
variable 1,0.349030934390303
variable 1,-1.60696020657892
variable 1,-0.527450691901211
variable 1,0.654963301991331
variable 1,0.744371460678533
variable 1,-0.970162671920518
variable 1,-1.4346980779679
variable 1,0.781818276405243
variable 1,0.823496710682671
variable 1,-0.880534277781444
variable 1,1.23673386611523
variable 1,-0.174329125997129
variable 1,0.0320351714224449
variable 1,-0.166233174030385
variable 1,1.90205778442266
variable 1,-0.786138132229225
variable 1,0.262080805008428
variable 1,0.291954354843401
variable 1,-0.508125905601758
variable 1,0.905800599803613
variable 1,1.21090080678689
variable 1,1.1365094664158
variable 1,0.0476315215848367
variable 1,0.34705160003871
variable 1,0.111742782796895
variable 1,-0.8213374787026
variable 1,1.33114118062915
variable 1,-1.90354314855266
variable 1,1.12748418261124
variable 1,1.71575052918318
variable 1,-0.944940062709235
variable 1,-1.96390566728158
variable 1,-1.63083959739529
variable 1,0.654002492706821
variable 1,-1.55406764647858
variable 1,-1.74596274956721
variable 1,0.626530905299107
variable 1,0.103547478692159
variable 1,-0.240260655503409
variable 1,0.337912097792632
variable 1,-0.210724232695212
variable 1,-0.198800373781965
variable 1,1.6974584469881
variable 1,-0.448695424820659
variable 1,0.188948814199613
variable 1,0.696134904203245
variable 1,-1.13443199905912
variable 1,-0.527405473265847
variable 1,0.619124592245063
variable 1,-0.440673891483413
variable 1,0.425955895338581
variable 1,-0.0251200760504208
variable 1,0.741147682949136
variable 1,-2.10158962039462
variable 1,-1.256567337705
variable 1,-2.07466967934614
variable 1,-0.142487223576348
variable 1,1.50386886884296
variable 1,0.102302564026395
variable 1,0.922742091546596
variable 1,-1.34126567015426
variable 1,0.0665358539383805
variable 1,0.509245659614518
variable 1,-1.51271743272799
variable 1,-0.407070361780782
variable 1,-0.457005018240274
variable 1,1.18311228497644
variable 1,0.747630499696016
variable 1,0.825267452697861
variable 1,1.02410589451897
variable 1,-0.0678063530763343
variable 1,0.439645503232819
variable 1,1.19282643582904
variable 1,-1.08957561099067
variable 1,-1.14287110339942
variable 1,0.800297879226223
variable 1,0.706005333015349
variable 1,-0.19696954414309
variable 1,-0.100172765982082
variable 1,0.85323217151236
variable 1,1.28191208150568
variable 1,-0.0459085989689733
variable 1,-1.29685963053915
variable 1,1.22305466707461
variable 1,-2.78593335097539
variable 1,0.357015256979645
variable 1,0.560681113452721
variable 1,0.430188869751462
variable 1,0.209398070370287
variable 1,-0.624053358791984
variable 1,-0.350092658564894
variable 1,0.361170355224208
variable 1,0.733625529445184
variable 1,-0.409440889637936
variable 1,0.384145741587682
variable 1,0.463646204787893
variable 1,0.509320772049528
variable 1,-0.347902983570553
variable 1,-0.833555622941997
variable 1,-0.928315063137006
variable 1,1.1880024450548
variable 1,1.85995197635261
variable 1,0.853371129822413
variable 1,-1.31574619843078
variable 1,-0.0905793150376138
variable 1,0.0556576492520869
variable 1,-0.189903457995174
variable 1,-1.80053400013445
variable 1,0.314929091666782
variable 1,-0.936395258843109
variable 1,1.81345001529216
variable 1,-1.30849434293259
variable 1,1.45481321474949
variable 1,-3.50594421731902
variable 1,1.86498599523494
variable 1,2.61580570493104
variable 1,0.244160938798585
variable 1,-1.59040828280344
variable 1,-0.657119286040774
variable 1,1.11444808130286
variable 1,-0.756956990191673
variable 1,-2.16573117871612
variable 1,0.334368462149139
variable 1,0.12751507398452
variable 1,-0.669669113127795
variable 1,0.585390552933652
variable 1,0.348456258267102
variable 1,0.851253548397375
variable 1,1.01797434491064
variable 1,-1.80453812602563
variable 1,-1.29179086491562
variable 1,-1.71851690340551
variable 1,1.23291763341473
variable 1,0.192114834586251
variable 1,-1.2879616787075
variable 1,0.259613659151695
variable 1,-0.98050522355092
variable 1,-1.18448271636462
variable 1,-0.462754915392224
variable 1,-0.23714096790591
variable 1,0.625998926835165
variable 1,-0.614556524885064
variable 1,1.52785311208555
variable 1,-2.13101395991171
variable 1,0.67817812651585
variable 1,-0.715549322466154
variable 1,-0.0269733334480004
variable 1,0.960245200021654
variable 1,1.00718093684254
variable 1,0.794558620182907
variable 1,1.51715982597433
variable 1,0.194986728531335
variable 1,-0.867360351000256
variable 1,-0.091398815769171
variable 1,-0.0567381272147842
variable 1,1.5761890026181
variable 1,0.408958553776662
variable 1,-1.17731408667032
variable 1,0.147329556272223
variable 1,-0.711080651195667
variable 1,0.952091865504397
variable 1,1.0353037984167
variable 1,0.323605496034808
variable 1,-0.392341404388882
variable 1,-0.435304640841965
variable 1,-0.228510719181855
variable 1,-1.16351083945058
variable 1,-0.881261066499063
variable 1,-0.702746758569098
variable 1,-1.00335379087253
variable 1,2.20792450457246
variable 1,0.425077201990368
variable 1,-0.792647028018007
variable 1,0.770152749529976
variable 1,0.95628163309937
variable 1,-0.555920987985749
variable 1,0.943823532953522
variable 1,0.802353914995272
variable 1,0.45245718674193
variable 1,1.4844471728045
variable 1,0.575965658844219
variable 1,-0.0537687907622965
variable 1,-0.393649257430987
variable 1,-0.54832600959828
variable 1,0.91384710044939
variable 1,0.256801025885881
variable 1,-0.642588585387068
variable 1,-2.41131739462017
variable 1,-1.57708847791836
variable 1,1.47152939995423
variable 1,1.23503160569005
variable 1,-1.30586019615921
variable 1,-0.618103014746121
variable 1,-0.721038405192118
variable 1,0.534591680218683
variable 1,0.408641346887846
variable 1,1.3390983756701
variable 1,-0.0667192709887128
variable 1,1.07425969038637
variable 1,0.726486120773545
variable 1,-0.178628757124002
variable 1,-1.55734586374734
