x,y,group
1,11.7872426667225,9.09353521539758,A
2,9.80170318933435,9.89965744808354,A
3,8.62517766294459,10.0201442589492,A
4,8.07502359673534,11.2223467717683,A
5,10.4992606317515,10.1427744146313,A
6,10.6679732394689,10.1513331438092,A
7,12.7428191651009,8.04550853262804,A
8,9.46764753787267,12.2050761884958,A
9,8.30758816575082,10.0352187494442,A
10,8.73870628645354,11.3180116170204,A
11,9.78601798609532,11.1186137693112,A
12,11.1151559376819,8.17120325306753,A
13,11.0687717046239,11.1396092583616,A
14,9.77414411563702,9.99362498745029,A
15,10.6088813893456,10.1058280666576,A
16,10.5461294597273,11.1203798843144,A
17,9.14870282155432,12.0533823615285,A
18,10.4373287374389,9.46238570220413,A
19,11.1832688118601,10.5614126612805,A
20,10.3493243574094,10.9624409569837,A
21,10.5416362577266,10.6937713899656,A
22,11.0838125822041,11.205206617307,A
23,8.61827172629007,9.22424899274369,A
24,9.2862830625702,9.167092344114,A
25,9.99520721422872,10.6354191051649,A
26,9.38777200153753,8.35676508550333,A
27,8.57819733521058,11.568835936725,A
28,11.5764250517642,8.86757292188467,A
29,11.1362945870716,10.9880150152697,A
30,10.9988328034941,11.5878415846221,A
31,10.1091633287768,9.75817672487284,A
32,9.09630943012999,9.20167253248052,A
33,10.3715672702043,9.38607018667805,A
34,10.0403795484014,7.71556683060552,A
35,10.4406851442864,10.5264817265463,A
36,9.74959745809964,10.6246670901587,A
37,10.7208882904954,11.2426445693612,A
38,8.96860290646944,7.16883849030203,A
39,11.402146985446,8.66687652024271,A
40,12.0874084104708,11.4921322808854,A
41,9.63655221028406,11.0892509166427,A
42,9.56355864184481,8.18782572821793,A
43,10.3376110443306,8.59912722298464,A
44,9.91044498229694,5.62264763181027,A
45,9.39883033136297,9.11713133343584,A
46,9.24925716164855,6.71180062341423,A
47,9.62016265215701,10.7669947483496,A
48,9.08667730958886,9.66579631416671,A
49,7.724225272846,7.97386725079441,A
50,10.1792144142346,10.995683467194,A
51,10.7830715040183,10.022933391016,A
52,12.0279783648721,9.63540532003192,A
53,9.5869288421798,10.8551154505015,A
54,8.02112813365815,10.5957591080842,A
55,10.9880754634286,11.3703074067496,A
56,10.5151954896027,9.26945358336699,A
57,11.1300473918058,9.08461979909679,A
58,9.56906045584783,9.04692408679563,A
59,8.40599555151828,10.5228291584955,A
60,9.90376250935406,9.26387054320117,A
61,10.5206746202817,9.25422995032544,A
62,12.0217971755098,9.91916700636794,A
63,9.88899310989863,10.2142171928271,A
64,11.0078743582225,12.5084649624082,A
65,9.48188829263925,12.3225922672007,A
66,11.2263951007249,8.77380674021412,A
67,8.50662806715632,11.7192970294692,A
68,9.58587833859887,9.31518994026495,A
69,9.24406710480571,9.55061937335489,A
70,9.5293292902639,8.76176658952885,A
71,9.49864532369219,10.1245812098076,A
72,10.8552952868562,10.7079531737648,A
73,9.75178998964421,11.68743860933,A
74,7.68620691338822,10.0728141587637,A
75,12.1552368307532,10.5623622302488,A
76,9.94110805413922,12.1392282711212,A
77,7.9682056891867,9.02615914700472,A
78,8.29334642914865,9.69539172379099,A
79,9.43495324960615,10.7518531826777,A
80,10.6794230214968,10.2890837984753,A
81,9.73753251964503,11.2701171933412,A
82,10.0190541520906,9.53461112581656,A
83,11.0854578048114,10.981617202041,A
84,11.7253813057436,10.5902378756558,A
85,10.4187243457539,9.83678006038018,A
86,10.1399464023625,10.8979639093636,A
87,10.1159929337364,10.6252703786516,A
88,8.79192403891748,10.3027404890473,A
89,10.1383231240067,9.67127015132158,A
90,11.058576328055,7.3489482711012,A
91,11.2859549527885,9.25408581774287,A
92,10.550918107467,10.6512635026269,A
93,7.6033516362283,10.2797845350913,A
94,10.4449269616976,10.8542205052975,A
95,9.81304396569064,10.867983706812,A
96,7.41579303850195,12.2633736407402,A
97,9.34511493188977,10.237273229368,A
98,9.50559242980402,11.3188982681513,A
99,9.60212809271303,9.47051604837945,A
100,10.879811140329,8.6486279833348,A
101,9.16809430480925,10.7679844566088,A
102,10.8847010371985,8.85389664971609,A
103,8.35820799332654,10.1181560172554,A
104,10.078519446943,9.31149310337275,A
105,9.18411123397934,9.45541433360707,A
106,10.6178791533905,9.5965699452588,A
107,12.547228393816,10.4973985924807,A
108,8.49705749666406,9.34499750345318,A
109,7.7164799185324,9.07720946957841,A
110,10.0599803691185,11.1359587425408,A
111,9.70048586265357,10.3532508485096,A
112,8.91809176908946,10.4759386312793,A
113,10.3717281963383,11.2967383726641,A
114,11.1371901802078,9.42449382312883,A
115,9.52896915277607,10.3350479297788,A
116,11.5995935645826,7.24541956613581,A
117,8.98457521517687,8.80816932990504,A
118,9.70792314454681,7.9123555222707,A
119,11.4269756761639,9.93612965890073,A
120,11.6374719454899,8.83684450422676,A
121,8.39338576629405,9.88612122617718,A
122,8.57054356248059,8.17477477398833,A
123,11.6990316137179,7.6991007551318,A
124,10.3962037575292,10.7574473247228,A
125,10.5524488133187,10.0763115413459,A
126,11.4047354361004,11.9602538079968,A
127,12.1693367852843,11.3445180352018,A
128,7.4773171141628,8.15118701298521,A
129,10.1557719311923,9.35973682929539,A
130,10.4257333318153,11.2552300005949,A
131,10.0165837749227,11.4440292306405,A
132,7.9731750498217,8.07967982816454,A
133,12.5645198231343,9.31802091193926,A
134,10.6051983201176,11.5289046334502,A
135,6.61725891249374,10.9502752353449,A
136,10.2505315491332,10.8207119854299,A
137,9.27284393960242,10.485398170433,A
138,10.1583455591828,9.33125649097678,A
139,10.1556629609378,9.79976026413988,A
140,10.4381473436147,9.69196369210906,A
141,10.0847950350373,7.71960571536942,A
142,8.9893651247575,11.1580662564672,A
143,10.2231596619876,10.5074800890559,A
144,10.0290142884347,10.7331021041518,A
145,9.44569467882503,11.1953437211173,A
146,12.1122163719739,11.2447280832566,A
147,11.3766175780376,9.06964953119545,A
148,7.18364994529378,10.7120502099374,A
149,10.6807890982127,10.5072046308567,A
150,9.09987222937951,9.19937675295875,A
151,10.8685346520206,11.6468721980409,A
152,11.5163144068757,9.99320223897404,A
153,8.54986311274551,10.5253947620687,A
154,9.69774334963464,12.1622405023215,A
155,8.77276671083587,8.86170979051261,A
